artist_name,track_name,release_date,genre,lyrics
Yung Fazo,Adding,2021,hyperpop,"So many bitches wanna be my baby (Yeah) Riding 'round town in a damn Mercedes (Huh) No, I'm not no game, baby, you can't play me I am not a card, baby, you can't trade me (Huh) I was just calling you back To, uh, let you know that I, I love you (DeliverTheCrush)  So many bitches wanna be my baby (Yeah) Riding 'round town in a damn Mercedes (Huh) No, I'm not no game, baby, you can't play me I am not a card, baby, you can't trade me (Huh) I been thinking lately, pay attention, baby Servin' white like the 80's, fast car, nigga, race me You cannot erase me, that ho wanna taste me Why these hoes chase me? 'Cause of all this damn cheese I can fuck your ho, nigga, I can make her happy Hit her from the back, nigga, she call me daddy Tell that lil' boy Max, nigga, I do it gladly I got a bad bitch, your bitch trashy Yeah, my bitch nasty, point me to the cash, please White ho call me rad, when I sit lastly Like the way you came at me, but you can't have me Counting up the cash flow baby, I just be adding (Okay, let's go)  I get rackies, yeah, okay, no delay (Woo, buh) Run up on the gang, we hit your face, he erased, yeah (Oh, oh, oh) Man, I'm off the gas and it's just taking me to space, yeah And I'm smoking 'cause it's good at taking away my pain (Let's go, let's go), yeah You can't feel what I feel, yeah Getting to these baby and she shivering like millions I got a Latina and I think she was Brazilian (Yeah, yeah) Can't stop making that money 'til my bank account got billions (Woah, buh, buh, buh) You talking down on the gang, we come and pull up with a stick (Grrah) I got the diamonds the wrist (Yeah, yeah) 'Cause of my clothes, yeah, she know that I'm rich (Yeah) Watch how I switch up my flow, I show 'em my moves, yeah, you can't do it like this (Yeah) Every time I make a song with my bro Faygo, you know that that shit is a hit (Woo, grrah!)  So many bitches wanna be my baby (Yeah) Riding 'round town in a damn Mercedes (Huh) No, I'm not no game, baby, you can't play me I am not a card, baby, you can't trade me (Huh) I been thinking lately, pay attention, baby Servin' white like the 80's, fast car, nigga, race me You cannot erase me, that ho wanna taste me Why these hoes chase me? 'Cause of all this damn cheese I can fuck your ho, nigga, I can make her happy Hit her from the back, nigga, she call me daddy Tell that lil' boy Max, nigga, I do it gladly I got a bad bitch, your bitch trashy Yeah, my bitch nasty, point me to the cash, please White ho call me rad, when I sit lastly Like the way you came at me, but you can't have me Counting up the cash flow, baby, I just be adding"
2hollis,sister,2024,hyperpop,"Touch my skin Hold onto me (Don't ever let me go) Let you in So, honestly (Can you take a joke?) Ain't my win (Ain't my win, no) Get onto me (I'll never let you go) I know you know how to take a joke  Girl, I love you like a sister Cross my fingers when I'm with you Hold back a smile 'til my teeth hurt You're in the bleachers, I'm in my room Girl, I love you like a sister Cross my fingers when I'm with you Hold back a smile 'til my teeth hurt You're in the bleachers, I'm in my room (I'm in my room, I'm in my)  Can you take my heart and put it in your hands? Can I take your hands and tie them up again? Can you take my fac and forget everything? Throw you off, you'v got to learn to spread your wings (I'm watching)  Touch my skin Hold onto me (Don't ever let me go) Let you in So, honestly (Can you take a joke?) Ain't my win (Ain't my win, no) Get onto me (I'll never let you go) I know you know how to take a joke  Girl, I love you like a sister Cross my fingers when I'm with you Hold back a smile 'til my teeth hurt You're in the bleachers, I'm in my room Gi-girl, I love you like a sister Cross my fingers when I'm with you Hold back a smile 'til my teeth hurt You're in the bleachers, I'm in my room (I'm in my room)  Li-like a si Like a si Li-like a si Li, li-like a si Li-like a sister, sister Like a sister, sister Like a sister (I'm falling down), sister Li-like a sister (Don't let it go), sister I love you like a sister"
Guxo,Rifle Talibán - remix,2024,hyperpop," Tengo un rifle talibn y lo disparo con la izquierda Tengo un primo subnormal y aun as te hace la vuelta Y aun as te da mil vueltas Tengo putas en Bogot, en Barcelona y hasta en la Huerta Puta, me importa una mierda (Una puta mierda) Ponme esa cara de perra (De puta perra) Zorra, aqu vivimo' en guerra (Vivimo' en guerra) Zorra, aqu pisamos tierra (Pisamos tierra) Tengo un rifle talibn (Ah) y lo disparo con la izquierda Tengo un primo subnormal y aun as te hace la vuelta Y aun as te da mil vueltas Tengo putas en Bogot, en Barclona y hasta en la Huerta  Bajo puta' pa' la Huerta, ja Su' roba l primo subnormal Tengo un rifle talibn y lo disparo con la izquierda Esta vida te hace mierda En lo' punto' barr mierda Y t no estaba' en mi jodienda Pa' saber bregar con ella (Ja) Entre perra' y piedra' Y quin llevaba a lo' nio' a chingar, te acuerda'? Entre perra' y piedra' No me da pa'l ascensor, pero si pa' la cuerda, recuerda'? Queremo' rodar con tu chapi, busco dinero pa to' Te echo la cuerda pa' que busque' el ascensor Busco dinero pa' to' Tengo un rifle talibn y lo disparo con la izquierda Soy el primo subnormal, el primo que te hace la vuelta  Zorra, me importan las perras Me encanta hacer ms perras Prncipe de las tinieblas Te pispas o te entierras Mami, te llevo de tienda' Renueva las prenda' Prende y aprende Reglame ofrendas  Pachinko, no slots Kabukicho y escorts Laporta y Apricots Yeah, soy un cincuentn Shout-out pa'l Ivn Le meto a la hermana, Jos Rabadn Hoes retarded, no s por qu salivan Te doy hueso y pierdes total libertad Protohumano, criatura vegetal Chulo como Gilgamesh STARINA over BRESH, yeah Trucando pocione', nada es lo que ves Mi puta me hizo un duro y la mente hizo al univers Melquisedec, Zaratustra, Job, Enoc y Moiss A mi main le echo dentro y a mi side le echo afuera Mrate a un espejo, ho, snate la pena Me qued loquero, y ya no ser lo que era Se te pira, ciela; si te piras, cierra Quiero un rifle talibn, me voy a pegar un tiro Soy mononeuronal despus de beberme un litro Y aun as te doy mil vueltas Tengo putas en Yokohama, en Harajuku y Cantavieja  Tengo un rifle talibn y lo disparo con la izquierda Tengo un primo subnormal y aun as te hace la vuelta Y aun as te da mil vueltas Tengo putas en Bogot, en Barcelona y hasta en la Huerta Puta, me importa una mierda (Una puta mierda) Ponme esa cara de perra (De puta perra) Zorra, aqu vivimo' en guerra (Vivimo' en guerra) Zorra, aqu pisamos tierra (Pisamos tierra) Puta, me importa una mierda, ponme esa cara de perra Zorra, aqu vivimo' en guerra Zorra, aqu pisamos tierra Puta, me importa una mierda, ponme esa cara de perra Zorra, aqu vivimo' en guerra Zorra, aqu pisamos tierra  Baby, e' normal, e' normal que no me entiendas Es normal que t te ofendas Cierra ya la puta puerta, o vete ya Me como esa totita y a la industria musical Tiene cara de tontita, es ms lista que Satans (Tss, goofy)  Es normal que mientas Se desliz tu hermano, t no hiciste una mierda Tu pea est tiesa, tu perra no es tu perra Cuando deja de ovular te trata como un cualquiera Watch out, ah-ah-ah Estoy tan contra'o, tengo un AP hela'o y me da dentera Watch out, ah-ah-ah Rifle curdo, va sin seguro, va con balas huecas En la zurda un pastizal, guo el Rover con la diestra Suenas como un Nacional preguntando por la hierba Estoy mezclando setejas, prendiendo discoteca' Vamos pa' Goyard y explotamo' to'a la tienda  (Hm-hm-hm, mierda) Tengo un rifle palestino y lo disparo con la izquierda Tengo un primo sionista, una hostia y para urgencias (Y va pa' puta urgencia') Puta, el dolor es mi esencia Si tuviste Canal+ en el saln, baby, no espero que me entiendas Codena y humildad, baby, trabajo y paciencia Baby, ensame a amar, cuenta todo lo que sientas Ahora me busca la fiscal Pero dame ao y medio y, mami, me buscar Hacienda Dos dedos dentro y empiezo lento con la lengua Voy cambiando 'e marcha, baby, quiero que me mires a los ojos, puta, mientras asciendas, brr (Yeah), yeah Me pas por los huevos a Nietzsche, pas de nio a camello El rubito tatar, el que meaba por la pared En la calle ya dej mi sello (Los ngeles me acarician cuando me da un beso)  Soy la envidia de Barcelona y es normal Soc l'enveja de Barcelona i s normal Soy la envidia de Barcelona y es normal Huh, y es normal Tete, no fallo ni una, tengo puntera Jo soc la que ms vacilla, ja, t vacilles de ms, vacilles Me ha dicho tu chica que ella ahora es toda ma Que tengo m' cuero, cuero, cuero, cuero, cuero Que gano ms ceros, ceros, ceros, ceros, ceros Que yo siempre gano cuando compito en tu juego Que si me pego a tu shorty dejar de ser hetero, no, oh T'has passat de xulo, joder, qu mana Y tengo cerquita a tu piba, hm 'T ms sexy cuando est a mi lado Que porte ya el rifle recargado, hm-hm-hm, Mushki  Tengo un rifle talibn y lo disparo con la izquierda Tengo un primo subnormal y aun as te hace la vuelta Y aun as te da mil vueltas Tengo putas en Bogot, en Barcelona y hasta en la Huerta Puta, me importa una mierda Ponme esa cara de perra Zorra, aqu vivimo' en guerra Zorra, aqu pisamos tierra  Ey Oh, por Dios Quiero un rifle talibn como un estudiante norteamericano, ey Shout-out Irma, shout-out Cruzzi Dselo, El Bugg, el Guxo Lukita ojos bonitos Kokos el Don, El Padrino Juan LaFlor, Logal el Menor, aj Roku"
quinn,i dont want that many friends in the first place,2019,hyperpop,"It was first Read More  DURAO  Bitch, you oppin', flodgin', posted on my watch list Say that you invincible, okay, nigga, watch this One phone call and his brains we'll get to moppin' Sorry I'm so hyped up, I'm just dumb obsessed with violence Anxiety, I'm runnin' out of options Cut 'em out my life just like a photo, I just crop 'em If-if-if they start to bother me, I cut 'em off or stop them Why am I so ignorant? Why am I so toxic? I don't want that many friends in the first place Most people I wouldn't depend on the worst day Circle small because I do not like drama Got a problem? Then go cry to your mama Anti-social, anti-fun 'cause I'm a reject Life's a bitch and I'm a prick, I need to re-check Do my best every day and I get nothing Yeah, I'm selfish, always in this bitch for somethin' I still walk around at night lookin' for a fight Ask me if I wanna fight, I don't know, I might Rugrats stay still, creepin' really tight Switchblade off rip, make 'em lose an eye Will I come? Will I go? I don't know though Dark room, bright lights, like it's Hoco Tryna snatch my shit, huh, that's a no-no Bitch, fuck you, next up lil' ho"
yeule,Anthems For A Seventeen Year-Old Girl,2024,hyperpop," Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Now you're all gone, got your make-up on, and you're not coming back Can't you come  Bleaching your teeth, smiling flash, talking trash under your breath Bleaching your teeth, smiling flash, talking trash under your breath Bleaching your teeth, smiling flash, talking trash under your breath Bleaching your teeth, smiling flash, talking trash under your window   Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me Park that car, drop that phone, sleep on the floor, dream about me  Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Now you're all gone, got your make-up on, and you're not coming back Can't you come  Bleaching your teeth, smiling flash, talking trash under your breath Bleaching your teeth, smiling flash, talking trash under your breath Bleaching your teeth, smiling flash, talking trash under my window  Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Used to be one of the rotten ones and I liked you for that Now you're all gone, got your make-up on, and you're not coming back Can't you come back?"
100 gecs,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",2020,hyperpop," Oh, oh Oh, oh Oh, oh Oh, oh  Cuando l me llama, me vuelvo loca Me llama con mis amigas, no me desfasa Ventanas bajadas, manejando en el SUV Y ando salpicando champn en toda mi pantalla, gritando Las llantas se estn chirriando, cientos de millas por hora l me ama porque soy salvaje, cmara del telfono en el bao Ring-rin, voy a dejar que suene Suena muy bien, podra subirle fuerte  Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que puedo responder  KKB, AAC Tu tono de llamada podra ser cualquier cosa Un perro ladrando, motor acelerando Lo que sea que llame tu atencin Es tu decisin Te gustara escuchar mi voz? O es difcil hablar? Cuando tienes miedo, De dnde viene la llamada?  Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que puedo responder  Yo creo que podra ser adicta a tus besos Enamorada, beb, eres la pieza que me es faltante S que eres lo que estoy buscando y estoy muy cansada de desearlo Podemos hacerlo ahora o ms tarde, no hace la diferencia l me envi un mensaje de texto, dice ""Nos vemos cuando llegues aqu"" Estaba sola la semana pasada, pero no lo estar el prximo ao Bsame en la mejilla izquierda, mame como mi amiga En el telfono con Ashley, corre mierda como un atleta Estaremos en el juego, s, pero nunca los jugaremos l podra estar en peligro, yo todava no lo salvara Estar al frente como Rudolph el Reindeer Puedo decirte que te enamoraste, esa es la razn por la que viniste aqu No tienes que mentir, solo s honesto contigo mismo No estaras aqu si fuera por alguien ms Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Y cuando l me llama no vuelvo a casa  Tir mi telfono, lo escondo en algn lugar que nadie conozca Enterrado en el suelo, por lo que nunca se pueda encontrar Pero todava lo escucho, yo escucho el sonido de tu tono de llamada Es un crimen, Por qu no puedo sacarte de mi mente?  Mi chico tiene Espera, Charli, Puedes cantar el coro de nuevo por favor?  Mi chico tiene su propio tono de llamada (Oh, oh) Es solo el nico que conozco, es solo el nico que conozco (Oh, oh) Mi chico tiene su propio tono de llamada (Oh, oh) Es solo el nico que conozco, es solo el nico que conozco (Oh, oh) Mi chico tiene su propio tono de llamada (Oh, oh) Es solo el nico que conozco, es solo el nico que conozco (Oh, oh) Mi chico tiene su propio tono de llamada (Oh, oh) Es solo el nico que conozco, es solo el nico que (Oh, oh) Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que puedo responder  Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que conozco Mi chico tiene su propio tono de llamada Es solo el nico que conozco, es solo el nico que puedo responder"
brakence,intellectual greed,2022,hyperpop,"I am using my imagination  I wanted strength, I wanted luck I wanted money and fame I wanted everyone to love me and be under my reign And when an arrow dipped in poison hit the path that I'd take I knew I never had a choice and it was all up to fate  To pay the cost to chase a dream I started starin' at a screen Now I know everything, boy, I know everything And now I'm tearin' at the seams And only God can hear my screams 'Cause I know everything, boy, I know everything  Oh, how I'm larnin' like a fool, I'm always uppin' the pace I said, w're chasin' somethin' beautiful or get out my way (Me) Through all the power trips, the cowardice, the pleasure, and pain I found that me, God, and the devil are all one and the same  I've met my end (You're a monster) You told me from the start I'm making evil art (Yeah)  Why you actin' like you my friend? You know nothin' about me I'm ready to ascend, you could double the bounty Motherfuckers all pretend, but the data don't doubt me I'm stickin' to the plan, bitch, I'm movin' devoutly I've already found me, you all love to waste time I'm hearin' it loudly, climbing up the grapevine I'm up in the canopy, way above the baseline Invert the polarity, put a hole in spacetime  To pay the cost of my regime I started starin' at a screen Now I know everything (King), boy, I know everything And now I'm tearin' at the seams And only God can hear my screams 'Cause I know everything, boy, I know everything  (Yo, back it up, fuck)  I got everything I wanted, everything, everything I wanted (The ritual is now complete) I got everything I wanted, everything, everything I wanted (Ooh, oh, oh) I got everything I wanted, everything, everything I wanted I got everything I wanted, everything, everything I wanted (A noble sacrifice) Open your eyes Open your eyes, just breathe Breathe, don't look up I don't wanna lose you Stop, talk to me"
100 gecs,stupid horse,2019,hyperpop,"Or alternatively, a song about running out of heroin, mugging your dealer to Read More  Pick it up  Bet my money on a stupid horse, I lost that So I ran out to the track to get my cash back I just gotta leave this place with a big bag So I found the fuckin' jockey and I grabbed that (Pick it up) Pushed him down to the ground and I punched him in his face (In his face) Yeah, I stole his phone, that put him in his place (In his place) Me and the horse, we ran out of the place (Out the place) Then we drove my Porsche back to my place  Stupid horse, I just fell out of the Porsche Lost the money in my bank account, oh no Stupid horse, I just fell out of the Porsche Lost the money in my bank account, oh no Stupid horse, I just fell out of the Porsche Lost the money in my bank account, oh no Stupid horse, I just fell out of the Porsche Lost the money in my bank account  Woo Pick it up  Stupid horse and a swordfish dancer (Pick it up) I'm bettin' my money on a fishnet carousel Go, go, go, go, go so fast now Go, go, go, go, go so fast now Racing horses at the derby Why am I never getting lucky? I never have any money I never win any money  Stupid horse, I just fell out of the Porsche Lost the money in my bank account, oh no Stupid horse, I just fell out of the Porsche Lost the money in my bank account, oh no Stupid horse, I just fell out of the Porsche (Oh shit) Lost the money in my bank account, oh no (Oh no) Stupid horse, I just fell out of the Porsche (Oh God) Lost the money in my bank account, oh no (Oh no) Stupid horse, I just fell out of the Porsche (Of the Porsche) Lost the money in my bank account, oh no (Oh no) Stupid horse, I just fell out of the Porsche (Of the Porsche) Lost the money in my bank account"
100 gecs,mememe,2023,hyperpop,"Notably, Laura Les' vocals in the song Read More  G-g-g-g-g-gec Back once again A-a-and you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me No, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me Anything about me-me-me-me-me-me-me-me Me-me-me-me-me-me-me-me Me-me-me-me-me-me-me-me Me-me-me  You'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me No, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me-me-me  When we were together, I tried to tell you I used to tap dance and I was in choir And I broke my arm when my dad crashed the go-kart He didn't mean to, my mom didn't buy it I tried on your lipstick, I thought I looked pretty But you didn't care, no, 'cause you're always busy And you're always busy, so you never hear me  So you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me No, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me-me-me  Do I sound like a joke when I'm talking to you? I take it back quick and I nod like ""true"" 'Cause you say so many things, and I don't know what I mean Short messages to you, short messages to me Now if I think of a joke when I say goodbye I put my palms on my face and pretend to cry But I'll laugh too fucking hard, you probably think I'm so mean But I don't even know you, and now you'll never really know  And you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me No, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me-me-me  I guess it's such an easy game If it puts you right to sleep Rationale and cheap clich Hollow and callously Could you explain it all away? Like it was all so clean? Somethings sad about the way it's ""okay, bet, I forget"" And I guess I never knew, but I don't think I'll forget It's cool, I guess I'll never know  (Yeah you'll never really) Know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me No, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me  Anything about me, me-me-me, me-me-me (Wooooh!) Anything about me, me-me-me, me-me-me Yeah, you'll never really know, know-know-know, know-know-know Anything about me, me-me-me, me-me-me-me-me"
BLOODY$ANJI,L.R. DEFENDER,2024,hyperpop," This is an ULTRA exclusive  Fuck sec, j'essuie mes shoes sur la face d'un putain d'raciste J'me mfie d'ceux qui veulent m'aider le pain est souvent grave rassis Si tu l'fais pour les projecteurs, ngro c'est mieux tu vas te rasseoir Si j'veux vivre de cette merde, j'ai vite compris qu'il faut pas qu'je dormes le soir J'mets le bandeau sur les yeux comme le mec aux yeux bleus, j'peux pas me les voir J'aime pas qu'on me prenne de haut donc j'vais te pousser du haut d'ta tour d'ivoire La mort j'la comprends pas, elle prend les bons, elle laisse les merdes en vie J'suis pas une merde mais tout les jours, j'remercie le seigneur d'tre en vie A quoi a sert d'tre envieux, bouge ton cul c'est comme a que a s'passe J'fais mon truc, j'emmerde les autres puis quand j'brille c'est l qu'ils s'taisent On va leur marcher dessus sans soucis, t'faon c'est comme a qu'ils s'tassent Il veut m'barrer la route ce chien, donc va falloir qu'on l'dplace La faon dont je le fais, j'sais trs bien qu'tu peux pas le faire  ma place On dpce 3 nazis pour en faire un bon canap 6 places Je pourrais dire que j'ai gagn quand je poserai le cul dans un petit Land Rover Un bolide tout noir qui fait peur, qui roule sur une famille de raslar Il prend le flow de j'sais pas qui, il poste en caption, il nous dit que c'est de l'art ULTRA c'est pire que la NERV, mais tu continues de croire qu'on est faiblard Les gorets m'contrlent  la trempe, pour la j'sais pas combientime fois Ils ont vu le durag, la dgaine, les locks, ils pensent que c'est le pactole La dception se lit sur leur tronches quand ils ont vu que j'avais pas d'tise Ils sont choqus de voir qu'on les baise, ils vont vite penser qu'on pactise Pourquoi tu gueules derrire le micro, bizarre, en vrai tu te fais tout p'tit Mon me vaut plus que tous ces trucs, je vais pas me rabaisser pour si peu J'arrterai jamais le bail, qu'il vente, quil neige et mme si je vois qu'il pleut La lueur des trfonds, ils vont capter quand sera sorti l'jet-pro"
glaive,icarus,2022,hyperpop,"I'm like Icarus Not trying to increase the dissonance between you and your father I know it's not my business but I just keep on calling I know that you're indifferent but I can't help from falling (Ready, one, two, three, four, one, two, three, go)  We're flying too close to the sun (Too close) And it's been fun, she point at me like I'm the one Looking for houses like we're spouses We're flying too close to the sun (Too close) You call me love, you probably say that to everyone She's checkin' me, not textin' me We're flying too close to the sun  I feel like Sisyphus 'Cause my antithesis is pushin' things to work And have it fall back on me again And I can't take it She must think I'm famous She must think I'm brainless Every day ignoramus It's a never ending story Call me then ignore me I hate it, hate it, hate it But I'd do it all again  I'm setting fire to my room 'Cause I don't know what else to do It's getting hot in here because  We're flying too close to the sun (Too close) And it's been fun, she point at me like I'm the one Looking for houses like we're spouses We're flying too close to the sun (Too close) You call me love, you probably say that to everyone She's checkin' me, not textin' me We're flying too close to the sun"
Ecco2k,AAA Powerline,2019,hyperpop,"Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms  (Will I ever be whole again?) Zip-tied up, can't move my arms (Will I ever be home again?) No iris, black star and cross (Will I ever be whole again?) Skin so soft covered in g'Loss (Will I ever be home again?) Powerline, I hold the charge  Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms Crushing rocks with Oyster Card So nauseous, can't sleep it off Backseat of some car Zip-tied up, can't move my arms"
SLAY,untitled.wav,2022,hyperpop," Yellow diamonds in the light Now we're standing side by side As your shadow crosses mine  What it takes to come alive  Its the way I'm feeling, I just can't deny But (yeah) Ive gotta let it go (yeah)  Baby dance Die ganze Nacht lang ohne feelings in deim' head Bloody on the wrist, Louis Vuittons und die  () Designer Baby sie  Shortys Dad What it takes to come alive Und Shorty hat die moves, yeah Es ist alles so gut wie du-u  It's the way I'm feeling, I just can't deny -ny, yeah But I've gotta let it go (oh-ohhh)  Ich  I woke up, keine Gefhle ich coppe' nur Money-ey Follow up, Shortys Dad, sie ist so lingerie So what, ich hab murder on my  ich lass nicht auf  Ja ich bin ein Taugenichts du solltest lieber gehen glaub mir ihr Vater hat re-echt (ihr Vater hat recht) Baby du weit ich glaube  allein' ich muss raus come alive  Its the way Im feeling, I just can't deny, yeah But Ive gotta let it go (yeah)  Baby dance Die ganze Nacht lang ohne feelings in deim' head Bloody on the wrist, Louis Vuittons und die  () Designer Baby sie  Shortys Dad What it takes to come alive Und Shorty hat die moves, yeah Es ist alles so gut wie du-u  It's the way I'm feeling, I just cant deny -ny, yeah But I've gotta let it go (oh-ohhh)"
2hollis,safety,2022,hyperpop,"Why do I even bother asking someone? I need you to tell me what you did I can't see it and it's hard to believe it When you get inside my fucking head Why do I feel like jumping over? Why the fuck are you playing hard to get? The storm is over Even when I feel sober, I'm paranoid out of my head  But I'm hanging onto safety You could call me crazy It feels best when I'm all alone But it's so fucking hard to take me You could never save me I'm myself when I'm on my own But I'm hanging onto safety You could call me crazy I feel best when I'm on my own But it's so fucking hard to take me Take me, take me, take me, take-take-take I-I-I'm hanging onto safety  But I'm hanging onto safety"
Isabel LaRosa,without you,2023,hyperpop,"Darlin' when I'm without you  Never thought you'd leave 'til you left me I hate the tears on my bedsheets I hope she breaks your heart casually (Casually)  Breathe you in and let you go Try to speak, I know I'll choke This is how it always goes  Darlin' when I'm without you Hard to sleep, I'm without you You know you made me hate my youth Darlin' now I'm without you  Fuck you for tellin' your friends I'm crazy We both know you're just scared to really date me You were always lookin' for reasons to hate me (Hate me)  Breathe you in and let you go Try to speak, I know I'll choke This is how it always goes  Darlin' when I'm without you Hard to sleep, I'm without you You know you made me hate my youth Darlin' now I'm without you  I watch you put your lips on hers Your butterflies, they were mine first I swear you like to watch me hurt  Darlin' when I'm without you Hard to sleep, I'm without you You know you made me hate my youth Darlin' now I'm without you"
CMTEN,NEVER MET! (feat. Glitch Gum),2020,hyperpop,"It takes elements from early 2000s music such as a pitched-up/nightcored sound, as well as Read More  You know I missed you from the very day you went away I feel like Laura Les, saying, ""I love you"" on the plane And even though it's been a week I still think of your face Blew all my money on a trivial video game  I dunk my head in the water so I can feel something And now I'm thinking of all the times that my phone would ring I reminisce and remember all of the songs we'd sing But now I hate every one of the songs we used to sing Can you believe that I didn't think you would leave me? And now I can't trust anyone 'cause you just left me I wish I never responded to all those texts It'd be better if we had just never met Can you believe that I'm missing you even though When I was with you, I never felt more alone I wish I never responded to all those texts It'd be better if we had just never met  (A-a-a-a-a-a-a-a-Glitch Gum) I wish we never met We broke up on PictoChat, crying on my DS I went to a birthday party for one of her friends And now that this is over I can hate them, I don't have to pretend Remember when I called you my Barbie, and I was Ken That was like the cringiest thing that I've ever said When I was with you I just felt more alone I just hope I'm bad enough to call about When you're on your phone  This Glitch Gum guy is so annoying He keeps asking me to listen to these bands I can't even pronounce And now he's making music with this guy named 'CMTEN'? I'm so done with him  Everything you said about me is just lies I can't believe you put mascara on my eyes I hope you don't listen and see past my disguise 'Cause I'm still kinda hurt that you're not in my life  You know I missed you from the very day you went away I feel like Laura Les, saying, ""I love you"" on the plane And even though it's been a week I still think of your face Blew all my money on a trivial video game  I wish I never responded to all those texts It'd be better if we had just never met I wish I never responded to all those texts It'd be better if we had just never met"
